sounding_id,xco2,operation_mode,xco2_quality_flag,target_name,latitude,longitude,index_right,Target Name,datetime,local_time,timezone,city,country,population
2.02E+15,407.8522,b'AM',FALSE,none,43.557293,77.11237,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Almaty,Kazakhstan,1209000
2.02E+15,408.52298,b'AM',FALSE,none,43.57762,77.11909,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Qapshaghay,Kazakhstan,42167
2.02E+15,408.97873,b'AM',FALSE,none,43.59797,77.12583,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Qapshaghay,Kazakhstan,42167
2.02E+15,408.19464,b'AM',FALSE,none,43.56769,77.137115,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Qapshaghay,Kazakhstan,42167
2.02E+15,409.0272,b'AM',FALSE,none,43.58798,77.14388,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Qapshaghay,Kazakhstan,42167
2.02E+15,407.70862,b'AM',FALSE,none,43.60828,77.15054,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Qapshaghay,Kazakhstan,42167
2.02E+15,408.1754,b'AM',FALSE,none,43.577923,77.16182,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Qapshaghay,Kazakhstan,42167
2.02E+15,407.95667,b'AM',FALSE,none,43.5982,77.16865,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Qapshaghay,Kazakhstan,42167
2.02E+15,408.28583,b'AM',FALSE,none,43.588142,77.18667,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Qapshaghay,Kazakhstan,42167
2.02E+15,408.9269,b'AM',FALSE,none,43.608425,77.19339,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Qapshaghay,Kazakhstan,42167
2.02E+15,408.63638,b'AM',FALSE,none,43.11926,76.39882,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Boralday,Kazakhstan,20996
2.02E+15,409.51727,b'AM',FALSE,none,43.15548,76.40279,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Boralday,Kazakhstan,20996
2.02E+15,408.71194,b'AM',FALSE,none,43.174255,76.4024,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Boralday,Kazakhstan,20996
2.02E+15,409.7329,b'AM',FALSE,none,43.192986,76.40199,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Boralday,Kazakhstan,20996
2.02E+15,409.7096,b'AM',FALSE,none,43.165886,76.42713,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Boralday,Kazakhstan,20996
2.02E+15,409.24796,b'AM',FALSE,none,43.184643,76.42681,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Boralday,Kazakhstan,20996
2.02E+15,408.9824,b'AM',FALSE,none,43.22205,76.42605,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Boralday,Kazakhstan,20996
2.02E+15,409.76004,b'AM',FALSE,none,43.194954,76.451485,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Boralday,Kazakhstan,20996
2.02E+15,410.33228,b'AM',FALSE,none,43.251175,76.44973,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Boralday,Kazakhstan,20996
2.02E+15,409.26755,b'AM',FALSE,none,43.167656,76.476875,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Boralday,Kazakhstan,20996
2.02E+15,409.19336,b'AM',FALSE,none,43.186443,76.476654,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Boralday,Kazakhstan,20996
2.02E+15,409.64175,b'AM',FALSE,none,43.15914,76.50167,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Boralday,Kazakhstan,20996
